status,loan_amount,annual_income,purpose,home_ownership
Charged Off,18000,56000,debt_consolidation,MORTGAGE
Charged Off,5000,95000,debt_consolidation,RENT
Charged Off,14100,40000,debt_consolidation,RENT
Charged Off,12000,50000,credit_card,RENT
Charged Off,8400,55000,credit_card,RENT
Charged Off,2100,36000,medical,RENT
Charged Off,12000,41000,credit_card,RENT
Charged Off,3600,90000,other,RENT
Charged Off,17625,75000,debt_consolidation,MORTGAGE
Charged Off,10000,42009,credit_card,RENT
Charged Off,15000,42000,debt_consolidation,RENT
Charged Off,15500,50000,debt_consolidation,RENT
Charged Off,11750,46000,debt_consolidation,MORTGAGE
Charged Off,13250,40000,debt_consolidation,RENT
Charged Off,10000,60000,debt_consolidation,RENT
Charged Off,20000,350000,credit_card,RENT
Charged Off,4750,30000,debt_consolidation,RENT
Charged Off,12000,49000,medical,MORTGAGE
Charged Off,21000,81000,debt_consolidation,RENT
Charged Off,19200,56000,debt_consolidation,RENT
Charged Off,12000,63000,debt_consolidation,MORTGAGE
Charged Off,10000,100000,other,RENT
Charged Off,24575,55000,debt_consolidation,MORTGAGE
Charged Off,15000,68500,debt_consolidation,MORTGAGE
Charged Off,18825,42000,credit_card,MORTGAGE
Charged Off,16000,150000,home_improvement,MORTGAGE
Charged Off,11625,78000,debt_consolidation,MORTGAGE
Charged Off,20000,135000,debt_consolidation,RENT
Charged Off,8100,65000,debt_consolidation,MORTGAGE
Charged Off,20000,100000,debt_consolidation,MORTGAGE
Charged Off,15000,61000,debt_consolidation,MORTGAGE
Charged Off,25000,125000,debt_consolidation,MORTGAGE
Charged Off,20000,168000,credit_card,OWN
Charged Off,8500,26000,debt_consolidation,OWN
Charged Off,4200,80000,other,MORTGAGE
Charged Off,9000,140000,home_improvement,MORTGAGE
Charged Off,2200,60000,other,RENT
Charged Off,9000,27000,debt_consolidation,RENT
Charged Off,24000,90000,home_improvement,MORTGAGE
Charged Off,8725,26400,other,RENT
Charged Off,30000,75000,home_improvement,MORTGAGE
Charged Off,18350,93250,credit_card,RENT
Charged Off,10575,31500,debt_consolidation,MORTGAGE
Charged Off,8000,35000,other,RENT
Charged Off,10000,36000,other,RENT
Charged Off,1000,60000,other,RENT
Charged Off,2400,38000,other,OWN
Charged Off,4200,98000,debt_consolidation,RENT
Charged Off,11500,35000,debt_consolidation,RENT
Charged Off,25000,93000,debt_consolidation,MORTGAGE
Charged Off,24000,125000,debt_consolidation,MORTGAGE
Charged Off,10000,60000,debt_consolidation,MORTGAGE
Charged Off,6350,22705,debt_consolidation,RENT
Charged Off,10000,52244,debt_consolidation,MORTGAGE
Charged Off,10575,31000,major_purchase,RENT
Charged Off,21200,48000,credit_card,OWN
Charged Off,8000,45000,other,RENT
Charged Off,19750,45000,debt_consolidation,MORTGAGE
Charged Off,28000,80000,debt_consolidation,RENT
Charged Off,4000,60000,debt_consolidation,RENT
Charged Off,7200,72000,debt_consolidation,MORTGAGE
Charged Off,15000,50000,debt_consolidation,RENT
Charged Off,13225,60500,debt_consolidation,MORTGAGE
Charged Off,6200,45000,debt_consolidation,RENT
Charged Off,28200,112500,debt_consolidation,RENT
Charged Off,23325,90000,home_improvement,MORTGAGE
Charged Off,11675,35000,debt_consolidation,MORTGAGE
Charged Off,10000,32000,debt_consolidation,MORTGAGE
Charged Off,9000,52000,debt_consolidation,RENT
Charged Off,4800,27600,debt_consolidation,OWN
Charged Off,10400,139500,debt_consolidation,MORTGAGE
Charged Off,21000,176400,home_improvement,MORTGAGE
Charged Off,5375,26088,debt_consolidation,MORTGAGE
Charged Off,26000,67260,debt_consolidation,MORTGAGE
Charged Off,10000,45000,debt_consolidation,RENT
Charged Off,13450,38000,credit_card,RENT
Charged Off,14000,80000,other,MORTGAGE
Charged Off,10000,50000,debt_consolidation,RENT
Charged Off,11100,70000,debt_consolidation,RENT
Charged Off,10000,151000,other,MORTGAGE
Charged Off,15000,40000,credit_card,RENT
Charged Off,18200,75000,major_purchase,MORTGAGE
Charged Off,29700,67000,debt_consolidation,MORTGAGE
Charged Off,14550,74001,debt_consolidation,MORTGAGE
Charged Off,4500,23160,debt_consolidation,RENT
Charged Off,8400,265000,debt_consolidation,RENT
Charged Off,5375,104000,small_business,MORTGAGE
Charged Off,8975,150000,credit_card,MORTGAGE
Charged Off,8875,28000,debt_consolidation,RENT
Charged Off,10000,50000,debt_consolidation,MORTGAGE
Charged Off,2875,15000,debt_consolidation,RENT
Charged Off,12000,72500,debt_consolidation,RENT
Charged Off,29875,67000,debt_consolidation,MORTGAGE
Charged Off,19700,45000,debt_consolidation,RENT
Charged Off,2000,17500,other,RENT
Charged Off,16000,80000,debt_consolidation,RENT
Charged Off,18000,110000,home_improvement,MORTGAGE
Charged Off,12800,44000,debt_consolidation,MORTGAGE
Charged Off,35000,110000,debt_consolidation,MORTGAGE
Charged Off,20000,45000,debt_consolidation,MORTGAGE
Charged Off,24000,86865,home_improvement,RENT
Charged Off,30000,80000,debt_consolidation,RENT
Charged Off,10000,86000,debt_consolidation,MORTGAGE
Charged Off,16425,37440,debt_consolidation,OWN
Charged Off,10000,83000,credit_card,MORTGAGE
Charged Off,3825,36000,debt_consolidation,OWN
Charged Off,6650,24000,other,RENT
Charged Off,25000,88000,debt_consolidation,MORTGAGE
Charged Off,31300,275000,debt_consolidation,RENT
Charged Off,6600,50000,debt_consolidation,MORTGAGE
Charged Off,10575,55000,home_improvement,MORTGAGE
Charged Off,6250,52000,debt_consolidation,RENT
Charged Off,18950,54000,debt_consolidation,RENT
Charged Off,12000,70000,credit_card,RENT
Charged Off,10000,42500,debt_consolidation,RENT
Charged Off,32350,73000,debt_consolidation,RENT
Charged Off,14500,97000,other,MORTGAGE
Charged Off,20500,46583,debt_consolidation,RENT
Charged Off,15000,40000,debt_consolidation,RENT
Charged Off,4950,17450,debt_consolidation,OWN
Charged Off,15000,47040,debt_consolidation,RENT
Charged Off,6000,35000,debt_consolidation,RENT
Charged Off,24000,68000,debt_consolidation,OWN
Charged Off,17000,57000,debt_consolidation,MORTGAGE
Charged Off,14000,85000,home_improvement,MORTGAGE
Charged Off,15000,80000,debt_consolidation,RENT
Charged Off,3250,44000,credit_card,MORTGAGE
Default,18000,90000,credit_card,RENT
Charged Off,35000,82000,debt_consolidation,OWN
Charged Off,15000,43000,debt_consolidation,RENT
Charged Off,18775,70000,debt_consolidation,MORTGAGE
Charged Off,1500,22000,other,RENT
Charged Off,35000,150000,debt_consolidation,MORTGAGE
Charged Off,16000,160000,debt_consolidation,RENT
Charged Off,16000,40000,debt_consolidation,RENT
Charged Off,7000,40000,home_improvement,MORTGAGE
Charged Off,14400,41527,major_purchase,MORTGAGE
Charged Off,3000,61000,debt_consolidation,RENT
Charged Off,10625,32000,debt_consolidation,RENT
Charged Off,8000,30000,debt_consolidation,RENT
Charged Off,15000,51200,debt_consolidation,RENT
Charged Off,15800,44278,debt_consolidation,RENT
Charged Off,9750,27950,credit_card,OWN
Charged Off,17000,39370,debt_consolidation,MORTGAGE
Charged Off,19750,85000,debt_consolidation,MORTGAGE
Charged Off,3000,57000,debt_consolidation,OWN
Charged Off,18000,104000,medical,RENT
Charged Off,12500,80000,debt_consolidation,MORTGAGE
Charged Off,24000,67000,debt_consolidation,MORTGAGE
Charged Off,9600,47000,debt_consolidation,RENT
Charged Off,19500,55000,credit_card,MORTGAGE
Charged Off,26500,60000,credit_card,RENT
Charged Off,11200,77000,small_business,MORTGAGE
Charged Off,17625,40245,debt_consolidation,RENT
Charged Off,8875,27000,debt_consolidation,RENT
Charged Off,8000,34000,debt_consolidation,RENT
Charged Off,1000,56500,major_purchase,RENT
Charged Off,12000,40000,debt_consolidation,RENT
Charged Off,10000,62000,credit_card,RENT
Charged Off,16825,60402,debt_consolidation,MORTGAGE
Charged Off,15000,80000,debt_consolidation,MORTGAGE
Charged Off,23325,90000,debt_consolidation,MORTGAGE
Charged Off,10000,32000,other,RENT
Charged Off,1750,20000,debt_consolidation,MORTGAGE
Charged Off,15000,61000,home_improvement,MORTGAGE
Charged Off,12000,45000,credit_card,RENT
Charged Off,17825,85000,debt_consolidation,RENT
Charged Off,17450,65000,credit_card,MORTGAGE
Charged Off,6000,197000,home_improvement,MORTGAGE
Charged Off,21200,60000,credit_card,OWN
Charged Off,20000,65000,credit_card,MORTGAGE
Charged Off,30000,100000,debt_consolidation,OWN
Charged Off,14000,69000,debt_consolidation,RENT
Charged Off,10000,62000,debt_consolidation,RENT
Charged Off,5000,21600,other,RENT
Charged Off,15000,114000,debt_consolidation,MORTGAGE
Charged Off,11500,33000,debt_consolidation,RENT
Charged Off,5000,50000,debt_consolidation,RENT
Charged Off,16800,45000,debt_consolidation,MORTGAGE
Charged Off,4475,165000,other,MORTGAGE
Charged Off,2000,65000,other,MORTGAGE
Charged Off,25000,90000,debt_consolidation,RENT
Charged Off,28000,80000,home_improvement,MORTGAGE
Charged Off,35000,100000,credit_card,MORTGAGE
Charged Off,15000,79000,debt_consolidation,RENT
Charged Off,18250,45780,other,MORTGAGE
Charged Off,18000,50000,credit_card,RENT
Charged Off,3200,42000,other,MORTGAGE
Charged Off,25000,70000,debt_consolidation,RENT
Charged Off,12175,35340,debt_consolidation,OWN
Charged Off,5000,32000,debt_consolidation,RENT
Charged Off,35000,88000,debt_consolidation,MORTGAGE
Charged Off,33425,145000,debt_consolidation,RENT
Charged Off,10000,35000,debt_consolidation,MORTGAGE
Charged Off,19125,49500,other,MORTGAGE
Charged Off,16000,70000,home_improvement,MORTGAGE
Charged Off,4950,18333,other,RENT
Charged Off,7500,53000,debt_consolidation,MORTGAGE
Charged Off,2000,62000,home_improvement,MORTGAGE
Charged Off,16000,65000,debt_consolidation,MORTGAGE
Charged Off,8875,27070,debt_consolidation,MORTGAGE
Charged Off,17875,40000,debt_consolidation,RENT
Charged Off,9000,45000,credit_card,MORTGAGE
Charged Off,35000,280000,home_improvement,MORTGAGE
Charged Off,23325,52000,home_improvement,MORTGAGE
Charged Off,11575,35000,debt_consolidation,RENT
Charged Off,10075,65520,debt_consolidation,MORTGAGE
Charged Off,19575,100000,home_improvement,OWN
Charged Off,17050,38000,credit_card,MORTGAGE
Charged Off,20675,47000,credit_card,MORTGAGE
Charged Off,14000,90000,credit_card,RENT
Charged Off,2200,60000,other,RENT
Charged Off,26400,75000,debt_consolidation,RENT
Charged Off,10000,40000,debt_consolidation,RENT
Charged Off,19425,44000,debt_consolidation,MORTGAGE
Charged Off,8000,65000,debt_consolidation,MORTGAGE
Charged Off,21725,66000,small_business,MORTGAGE
Charged Off,7000,40000,debt_consolidation,RENT
Charged Off,21200,96000,other,RENT
Charged Off,9000,70000,debt_consolidation,MORTGAGE
Charged Off,6000,38922,debt_consolidation,RENT
Charged Off,35000,132000,debt_consolidation,MORTGAGE
Charged Off,7200,35000,debt_consolidation,RENT
Charged Off,10000,48000,debt_consolidation,MORTGAGE
Charged Off,35000,93152,debt_consolidation,MORTGAGE
Charged Off,4200,110000,other,RENT
Charged Off,23350,65000,debt_consolidation,MORTGAGE
Charged Off,17100,66624,debt_consolidation,RENT
Charged Off,8000,50000,medical,RENT
Charged Off,10500,31600,debt_consolidation,MORTGAGE
Charged Off,9250,28000,debt_consolidation,RENT
Charged Off,19950,65000,debt_consolidation,MORTGAGE
Charged Off,11000,35000,debt_consolidation,RENT
Charged Off,15000,140000,debt_consolidation,RENT
Charged Off,5000,36000,major_purchase,RENT
Charged Off,11500,60000,credit_card,MORTGAGE
Charged Off,20950,48500,debt_consolidation,RENT
Charged Off,4950,30000,debt_consolidation,RENT
Charged Off,6000,30000,home_improvement,OWN
Charged Off,4375,28000,debt_consolidation,RENT
Charged Off,8500,25000,debt_consolidation,RENT
Charged Off,10500,60000,debt_consolidation,MORTGAGE
Charged Off,18250,57000,other,RENT
Charged Off,16000,62000,debt_consolidation,MORTGAGE
Charged Off,20000,70000,debt_consolidation,RENT
Charged Off,4200,38000,other,MORTGAGE
Charged Off,10000,45000,debt_consolidation,RENT
Charged Off,12000,54000,debt_consolidation,MORTGAGE
Charged Off,10000,48000,debt_consolidation,RENT
Charged Off,11500,48000,debt_consolidation,MORTGAGE
Charged Off,10975,95000,credit_card,MORTGAGE
Charged Off,22000,50000,debt_consolidation,MORTGAGE
Charged Off,5375,18000,credit_card,MORTGAGE
Charged Off,7000,45000,debt_consolidation,RENT
Charged Off,6250,40000,other,RENT
Charged Off,6400,25000,debt_consolidation,OWN
Charged Off,18000,40000,debt_consolidation,RENT
Charged Off,17000,86000,debt_consolidation,MORTGAGE
Charged Off,12000,50000,other,RENT
Charged Off,9600,78000,debt_consolidation,MORTGAGE
Charged Off,33000,182000,debt_consolidation,MORTGAGE
Charged Off,15000,60000,home_improvement,MORTGAGE
Charged Off,16000,50000,credit_card,RENT
Charged Off,12000,55000,debt_consolidation,RENT
Charged Off,4000,200000,other,MORTGAGE
Charged Off,19700,44000,debt_consolidation,MORTGAGE
Charged Off,7375,50000,debt_consolidation,RENT
Charged Off,15000,55000,debt_consolidation,RENT
Charged Off,4000,70000,other,OWN
Charged Off,17000,65000,debt_consolidation,RENT
Charged Off,18000,41900,major_purchase,MORTGAGE
Charged Off,15000,75000,credit_card,MORTGAGE
Charged Off,6000,60000,debt_consolidation,RENT
Charged Off,10000,45000,credit_card,RENT
Charged Off,6800,25660,debt_consolidation,RENT
Charged Off,6000,30000,home_improvement,OWN
Charged Off,2000,28000,credit_card,RENT
Charged Off,7375,45000,debt_consolidation,MORTGAGE
Charged Off,12000,47000,debt_consolidation,MORTGAGE
Charged Off,10000,29000,debt_consolidation,RENT
Charged Off,12000,54000,debt_consolidation,MORTGAGE
Charged Off,26000,65000,debt_consolidation,RENT
Charged Off,6000,39100,debt_consolidation,RENT
Charged Off,1500,15000,debt_consolidation,RENT
Charged Off,12000,221000,debt_consolidation,MORTGAGE
Charged Off,14400,85000,debt_consolidation,RENT
Charged Off,6000,24000,credit_card,RENT
Charged Off,9500,81000,debt_consolidation,OWN
Charged Off,30000,95000,debt_consolidation,MORTGAGE
Charged Off,6000,36480,home_improvement,RENT
Charged Off,12000,42000,debt_consolidation,MORTGAGE
Charged Off,14000,60000,debt_consolidation,MORTGAGE
Charged Off,15800,40000,debt_consolidation,MORTGAGE
Charged Off,12250,35000,credit_card,MORTGAGE
Charged Off,21000,154000,debt_consolidation,MORTGAGE
Charged Off,35000,98000,debt_consolidation,RENT
Charged Off,13225,50000,debt_consolidation,MORTGAGE
Charged Off,9325,27000,debt_consolidation,OWN
Charged Off,16000,55000,debt_consolidation,MORTGAGE
Charged Off,10000,38000,home_improvement,RENT
Charged Off,10000,65000,other,OWN
Charged Off,9000,70000,home_improvement,MORTGAGE
Charged Off,13250,65000,debt_consolidation,MORTGAGE
Charged Off,4000,13360,other,RENT
Charged Off,20000,48000,credit_card,OWN
Charged Off,10000,95000,other,MORTGAGE
Charged Off,10575,55000,debt_consolidation,RENT
Charged Off,18250,41500,debt_consolidation,RENT
Charged Off,19075,45000,debt_consolidation,RENT
Charged Off,10000,65000,debt_consolidation,MORTGAGE
Charged Off,10000,66500,credit_card,RENT
Charged Off,10000,37184,debt_consolidation,RENT
Charged Off,8500,40000,credit_card,RENT
Charged Off,4800,69000,debt_consolidation,MORTGAGE
Charged Off,8900,50000,debt_consolidation,OWN
Charged Off,16000,55000,debt_consolidation,MORTGAGE
Charged Off,35000,90000,debt_consolidation,MORTGAGE
Charged Off,19750,85000,debt_consolidation,MORTGAGE
Charged Off,17625,40000,debt_consolidation,RENT
Charged Off,10000,50000,debt_consolidation,RENT
Charged Off,6000,75000,debt_consolidation,MORTGAGE
Charged Off,9750,30000,debt_consolidation,RENT
Charged Off,10000,100000,other,MORTGAGE
Default,11400,42500,debt_consolidation,MORTGAGE
Charged Off,9050,54000,debt_consolidation,OWN
Charged Off,24925,56326,major_purchase,MORTGAGE
Charged Off,5000,86400,other,RENT
Charged Off,6000,60000,credit_card,MORTGAGE
Charged Off,4000,90000,debt_consolidation,MORTGAGE
Charged Off,2000,65000,credit_card,RENT
Charged Off,16000,68500,debt_consolidation,RENT
Charged Off,12500,60000,credit_card,RENT
Charged Off,10000,61000,debt_consolidation,RENT
Charged Off,13000,130000,debt_consolidation,RENT
Charged Off,9000,155500,other,MORTGAGE
Charged Off,5500,19800,debt_consolidation,RENT
Charged Off,18000,57000,credit_card,MORTGAGE
Charged Off,14000,85000,debt_consolidation,MORTGAGE
Charged Off,9000,60000,debt_consolidation,MORTGAGE
Charged Off,15850,40000,other,OWN
Charged Off,1400,63000,debt_consolidation,RENT
Charged Off,12700,47500,credit_card,RENT
Charged Off,17050,92000,credit_card,MORTGAGE
Charged Off,2000,32000,debt_consolidation,OWN
Charged Off,10000,55000,debt_consolidation,RENT
Charged Off,18000,45000,debt_consolidation,MORTGAGE
Charged Off,5000,30000,credit_card,RENT
Charged Off,2750,55000,credit_card,RENT
Charged Off,16000,100000,credit_card,RENT
Charged Off,25975,65000,other,RENT
Charged Off,3000,14000,debt_consolidation,RENT
Charged Off,6650,25000,debt_consolidation,RENT
Charged Off,9000,37856,debt_consolidation,RENT
Charged Off,13000,60200,small_business,RENT
Charged Off,14000,120000,credit_card,MORTGAGE
Charged Off,7125,45600,home_improvement,OWN
Charged Off,15000,60000,debt_consolidation,RENT
Charged Off,18000,76300,debt_consolidation,MORTGAGE
Charged Off,15000,55000,debt_consolidation,RENT
Charged Off,18000,40000,debt_consolidation,RENT
Charged Off,14400,115000,debt_consolidation,RENT
Charged Off,14000,54600,credit_card,MORTGAGE
Charged Off,25000,75000,debt_consolidation,MORTGAGE
Charged Off,1000,42000,other,OWN
Charged Off,12000,90000,credit_card,RENT
Charged Off,2600,56704,debt_consolidation,RENT
Charged Off,9500,60828,debt_consolidation,MORTGAGE
Charged Off,18650,52000,debt_consolidation,MORTGAGE
Charged Off,12750,48000,debt_consolidation,RENT
Charged Off,4800,58000,credit_card,MORTGAGE
Charged Off,3200,52000,debt_consolidation,RENT
Default,9750,29000,credit_card,RENT
Charged Off,30750,69000,debt_consolidation,RENT
Charged Off,9200,45000,debt_consolidation,MORTGAGE
Charged Off,5375,178000,major_purchase,RENT
Charged Off,27975,63000,debt_consolidation,RENT
Charged Off,22000,130000,credit_card,MORTGAGE
Charged Off,28800,70000,debt_consolidation,MORTGAGE
Charged Off,20125,45000,debt_consolidation,RENT
Charged Off,10500,72000,other,RENT
Charged Off,9000,80000,home_improvement,MORTGAGE
Charged Off,12725,50000,debt_consolidation,MORTGAGE
Charged Off,20425,46037,debt_consolidation,RENT
Charged Off,23800,54000,debt_consolidation,RENT
Charged Off,11000,50000,debt_consolidation,RENT
Charged Off,25000,95000,credit_card,MORTGAGE
Charged Off,24000,60000,debt_consolidation,OWN
Charged Off,5000,30000,debt_consolidation,OWN
Charged Off,19425,43600,debt_consolidation,MORTGAGE
Charged Off,28000,88800,debt_consolidation,RENT
Charged Off,35000,95000,debt_consolidation,MORTGAGE
Charged Off,18000,52000,debt_consolidation,MORTGAGE
Charged Off,5000,30000,other,RENT
Charged Off,16425,37000,debt_consolidation,RENT
Charged Off,15000,45000,credit_card,RENT
